Dates,5Y,10Y,15Y,Butterfly 10y,Curve 10y,Currency
1/1/2008,6.775211538,6.660192308,6.525894231,0.009639423,-0.134298077,AUD
1/1/2009,5.166419231,5.576930769,5.624911538,0.181265385,0.047980769,AUD
1/1/2010,5.604920755,5.884607547,5.964150943,0.100071698,0.079543396,AUD
1/1/2011,5.152996154,5.495196154,5.635380769,0.101007692,0.140184615,AUD
1/1/2012,3.773988462,4.168136538,4.378380769,0.091951923,0.210244231,AUD
1/1/2013,3.57625,4.237703846,4.546744231,0.176206731,0.309040385,AUD
1/1/2014,3.385796154,4.010361538,4.322771154,0.156077885,0.312409615,AUD
1/1/2015,2.539607692,3.018726923,3.268107692,0.114869231,0.249380769,AUD
1/1/2016,2.213012121,2.501830303,2.706251515,0.042198485,0.204421212,AUD
1/1/2008,3.517163462,4.050807692,4.386375,0.099038462,0.335567308,CAD
1/1/2009,2.328134615,3.241865385,3.899659615,0.127968269,0.657794231,CAD
1/1/2010,2.61950566,3.464349057,3.972009434,0.168591509,0.507660377,CAD
1/1/2011,2.191465385,3.057596154,3.538892308,0.192417308,0.481296154,CAD
1/1/2012,1.672219231,2.277986538,2.680405769,0.101674038,0.402419231,CAD
1/1/2013,2.010288462,2.725782692,3.150317308,0.145479808,0.424534615,CAD
1/1/2014,1.956176923,2.660040385,3.0669,0.148501923,0.406859615,CAD
1/1/2015,1.277823077,1.970740385,2.372544231,0.145556731,0.401803846,CAD
1/1/2016,0.993593939,1.482512121,1.861012121,0.055209091,0.3785,CAD
1/1/2008,4.319323077,4.524828846,4.673238462,0.028548077,0.148409615,EUR
1/1/2009,2.825078846,3.558323077,3.9175,0.187033654,0.359176923,EUR
1/1/2010,2.26329434,3.048867925,3.404162264,0.215139623,0.35529434,EUR
1/1/2011,2.472776923,3.087653846,3.398463462,0.152033654,0.310809615,EUR
1/1/2012,1.215782692,1.955575,2.308348077,0.193509615,0.352773077,EUR
1/1/2013,1.091584615,1.909844231,2.338042308,0.195030769,0.428198077,EUR
1/1/2014,0.7175,1.454636538,1.887594231,0.152089423,0.432957692,EUR
1/1/2015,0.340115385,0.874490385,1.186932692,0.110966346,0.312442308,EUR
1/1/2016,0.012745455,0.54509697,0.890612121,0.093418182,0.345515152,EUR
1/1/2008,5.011563462,4.959413462,4.886557692,0.010352885,-0.072855769,GBP
1/1/2009,3.262236538,3.892913462,4.175173077,0.174208654,0.282259615,GBP
1/1/2010,2.597684906,3.538713208,3.911575472,0.284083019,0.372862264,GBP
1/1/2011,2.313548077,3.206436538,3.572767308,0.263278846,0.366330769,GBP
1/1/2012,1.292469231,2.120111538,2.594207692,0.176773077,0.474096154,GBP
1/1/2013,1.425982692,2.384384615,2.855428846,0.243678846,0.471044231,GBP
1/1/2014,1.938375,2.579380769,2.869732692,0.175326923,0.290351923,GBP
1/1/2015,1.499192308,1.893328846,2.071990385,0.1077375,0.178661538,GBP
1/1/2016,0.9576,1.349318182,1.547106061,0.096965152,0.197787879,GBP
1/1/2008,1.253492308,1.645475,1.930963462,0.053247115,0.285488462,JPY
1/1/2009,0.881259615,1.369651923,1.695455769,0.081294231,0.325803846,JPY
1/1/2010,0.629145283,1.24494717,1.700373585,0.080187736,0.455426415,JPY
1/1/2011,0.547857692,1.137311538,1.586719231,0.070023077,0.449407692,JPY
1/1/2012,0.390911538,0.866057692,1.322251923,0.009475962,0.456194231,JPY
1/1/2013,0.387928846,0.855719231,1.322301923,0.000603846,0.466582692,JPY
1/1/2014,0.287421154,0.709998077,1.146063462,-0.006744231,0.436065385,JPY
1/1/2015,0.228442308,0.536421154,0.878607692,-0.017103846,0.342186538,JPY
1/1/2016,-0.071109091,0.1203,0.334581818,-0.011436364,0.214281818,JPY
1/1/2008,4.509809615,4.590019231,4.578384615,0.045922115,-0.011634615,SEK
1/1/2009,2.817353846,3.526211538,3.759596154,0.237736538,0.233384615,SEK
1/1/2010,2.583373585,3.155828302,3.42204717,0.153117925,0.266218868,SEK
1/1/2011,2.923336538,3.185490385,3.265605769,0.091019231,0.080115385,SEK
1/1/2012,1.887215385,2.274525,2.389192308,0.136321154,0.114667308,SEK
1/1/2013,1.985865385,2.546884615,2.784296154,0.161803846,0.237411538,SEK
1/1/2014,1.347653846,2.041471154,2.361767308,0.186760577,0.320296154,SEK
1/1/2015,0.507134615,1.267198077,1.634436538,0.1964125,0.367238462,SEK
1/1/2016,0.229206061,1.062936364,1.510048485,0.193309091,0.447112121,SEK
1/1/2008,3.705484615,4.258221154,4.473509615,0.168724038,0.215288462,USD
1/1/2009,2.662805769,3.445286538,3.757334615,0.235216346,0.312048077,USD
1/1/2010,2.175598113,3.266701887,3.714116981,0.32184434,0.447415094,USD
1/1/2011,1.778130769,2.886846154,3.337309615,0.329125962,0.450463462,USD
1/1/2012,0.975238462,1.8784,2.331903846,0.224828846,0.453503846,USD
1/1/2013,1.325317308,2.477894231,2.999182692,0.315644231,0.521288462,USD
1/1/2014,1.745573077,2.644819231,3.026519231,0.258773077,0.3817,USD
1/1/2015,1.617351923,2.174251923,2.410957692,0.160097115,0.236705769,USD
1/1/2016,1.224075758,1.637018182,1.872527273,0.088716667,0.235509091,USD
