Date,3M,6M,9M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,12Y,15Y,20Y,30Y
2008-01-01,-5.0,,,-4.72,-3.1625,-2.59875,-2.1625,-1.6287500000000001,-1.425,-1.125,-0.8375000000000001,-0.6625,-0.4875,-0.13125,0.6125,1.0875,2.0625
2008-02-01,-6.9,,,-5.88,-4.15,-3.63,-3.2599999999999993,-2.75,-2.4099999999999997,-1.9900000000000002,-1.6800000000000002,-1.3900000000000001,-1.2579999999999998,-0.75,-0.16,0.7300000000000001,1.3699999999999999
2008-03-01,-8.0625,,,-8.15625,-6.8625,-6.4375,-5.65,-5.1625,-4.625,-4.35,-3.925,-3.6125,-3.225,-1.4833333333333334,-1.8375,-1.05,-0.1875
2008-04-01,-13.25,,,-16.125,-11.5875,-9.3625,-8.375,-7.1875,-6.125,-5.44375,-5.225,-4.225,-3.15375,-2.35,-0.5,0.25,1.25
2008-05-01,-14.65,,,-18.225,-13.430000000000001,-11.3,-10.27,-9.365,-8.45,-7.625,-6.85,-6.17,-5.45,-4.0200000000000005,-1.8199999999999998,-0.265,0.35
2008-06-01,-27.375,-28.625,-27.375,-26.86875,-20.625,-16.671875,-14.671875,-13.265625,-11.9125,-10.1725,-9.25,-8.2,-7.1875,-5.137499999999999,-3.290625,-1.009375,0.11875
2008-07-01,-28.375,-29.708333333333332,-26.25,-27.3125,-21.875,-18.419375,-15.703125,-13.8425,-12.2125,-10.460625,-9.1875,-7.775,-6.625,-4.7625,-1.765625,0.65375,1.9825
2008-08-01,-25.1,-24.975,-24.7,-25.169999999999998,-19.9875,-16.451,-14.3875,-12.4815,-10.795,-8.983,-7.894999999999999,-6.6899999999999995,-5.458,-4.095000000000001,-1.5125,0.7875,1.9954999999999998
2008-09-01,-77.25,-47.75,-39.5625,-44.4875,-27.0625,-21.4075,-17.6875,-15.66375,-12.725,-11.32875,-10.025,-8.79375,-7.28375,-5.5375,-2.90625,-0.6561250000000001,0.9075
2008-10-01,-95.0,-92.5,-72.6,-74.61,-52.2,-44.025,-36.025,-30.35,-25.85,-23.125,-19.645,-16.565,-14.36,-11.6,-7.95,-5.2,-3.075
2008-11-01,-120.0,-98.125,-89.375,-83.8375,-71.75,-60.325,-51.3125,-43.725,-38.6875,-33.25,-29.9625,-26.449999999999996,-23.475,-19.75,-12.875,-9.125,-5.975
2008-12-01,-50.666666666666664,-55.666666666666664,-63.75,-62.6875,-55.875,-50.05,-45.5,-40.975,-35.75,-30.2125,-26.9875,-23.61875,-19.9375,-15.625,-11.5,-7.800000000000001,-5.3
2009-01-01,-38.9,-41.5,-41.2,-41.46,-38.9,-35.52,-33.8,-32.13,-28.8,-24.53,-22.95,-20.6,-16.61,-14.75,-11.05,-8.190000000000001,-5.845
2009-02-01,-44.25,-44.25,-45.75,-45.5,-51.0,-52.6375,-53.5625,-52.875,-48.40625,-44.15,-39.6,-35.2125,-30.887500000000003,-25.25,-18.9375,-12.7125,-8.1625
2009-03-01,-36.5,-38.25,-40.375,-42.637499999999996,-49.40625,-50.8,-52.4375,-51.55,-50.25,-48.125,-44.375,-40.5,-36.4375,-31.625,-24.375,-16.3875,-9.58125
2009-04-01,-21.625,-19.0625,-22.375,-25.025,-30.8125,-31.7125,-32.375,-32.1375,-31.0625,-30.375,-28.1875,-26.0625,-23.9,-21.3125,-15.3125,-10.1625,-4.731249999999999
2009-05-01,-22.0,-17.8,-21.1,-22.860000000000003,-26.75,-27.089999999999996,-28.45,-28.360000000000003,-26.46,-24.85,-23.12,-21.32,-19.36,-15.440000000000001,-11.86,-6.03,-1.6300000000000001
2009-06-01,-35.25,-29.8125,-28.75,-27.9125,-26.0625,-25.75,-25.875,-25.7,-24.5125,-23.75,-21.887500000000003,-19.80625,-17.668750000000003,-14.16875,-8.95,-2.35625,1.2374999999999998
2009-07-01,-45.15,-37.7,-33.75,-31.589999999999996,-30.55,-28.45,-27.55,-26.225,-24.7,-22.95,-20.66,-18.46,-16.240000000000002,-12.49,-6.6,-0.25,2.845
2009-08-01,-43.1875,-37.875,-34.875,-32.462500000000006,-31.625,-29.975,-29.5,-28.174999999999997,-26.625,-24.75,-22.8125,-20.75,-18.2875,-14.587499999999999,-8.5,-1.6375000000000002,1.875
2009-09-01,-45.375,-37.25,-34.625,-31.550000000000004,-28.40625,-25.4875,-24.25,-22.9,-21.99375,-21.075,-19.85625,-18.45625,-16.8,-13.48125,-8.6375,-2.5875,2.0562500000000004
2009-10-01,-33.8,-28.15,-26.3,-22.939999999999998,-21.509999999999998,-18.919999999999998,-17.95,-16.3,-15.815000000000001,-15.022499999999999,-14.075,-13.225,-12.22,-9.23,-4.345000000000001,2.3600000000000003,6.2250000000000005
2009-11-01,-29.125,-24.75,-22.75,-19.9625,-19.75,-17.50625,-16.825,-15.3625,-15.15625,-14.04375,-13.2,-12.45,-11.6,-8.4875,-4.2,1.6375000000000002,5.975
2009-12-01,-33.125,-27.25,-24.25,-23.75,-21.125,-20.0625,-19.275,-18.4375,-17.575,-16.7875,-16.225,-15.5,-14.7625,-12.325,-8.575,-3.0625,0.75
2010-01-01,-34.45,-31.4,-28.1,-24.02,-21.71,-18.96,-17.759999999999998,-16.639999999999997,-15.790000000000001,-15.15,-14.440000000000001,-13.73,-13.01,-10.940000000000001,-7.530000000000001,-2.52,1.51
2010-02-01,-33.875,-31.3125,-29.1875,-27.5625,-25.60625,-23.1,-21.2625,-19.275,-18.225,-16.96875,-15.837499999999999,-14.556249999999999,-13.25,-11.0375,-7.1375,-1.7,3.25
2010-03-01,-34.75,-31.5,-30.5,-29.424999999999997,-27.0,-24.575,-22.6875,-20.9375,-19.849999999999998,-18.821875,-17.5625,-16.3125,-14.89375,-12.2625,-8.2,-2.4625,2.4625000000000004
2010-04-01,-36.6,-34.3,-31.95,-31.580000000000002,-28.55,-25.619999999999997,-23.935,-21.96,-20.810000000000002,-19.535,-18.17,-16.790000000000003,-15.430000000000001,-13.0,-9.27,-2.8299999999999996,2.6100000000000003
2010-05-01,-53.125,-50.0,-50.25,-48.525,-46.125,-42.375,-38.3125,-34.1,-31.90625,-29.2,-27.3375,-25.4375,-23.6875,-20.8875,-17.0625,-11.2,-4.6
2010-06-01,-48.75,-48.375,-48.5,-47.85,-46.1875,-41.9875,-37.28125,-33.1375,-30.4,-28.075,-26.0125,-24.01875,-22.15,-19.5375,-15.5625,-10.5875,-4.6375
2010-07-01,-32.7,-35.7,-38.025,-38.720000000000006,-37.75,-35.9875,-33.02,-29.9,-27.870000000000005,-26.01,-24.55,-23.089999999999996,-21.48,-19.2,-15.5,-10.370000000000001,-4.59
2010-08-01,-42.375,-39.75,-38.375,-37.106249999999996,-36.943749999999994,-33.36875,-30.81875,-28.28125,-26.425,-24.63125,-23.3125,-22.125,-20.5625,-18.675,-15.89375,-11.137500000000001,-5.475
2010-09-01,-47.5,-44.0,-41.875,-40.5,-38.09375,-34.125,-29.9375,-26.9375,-25.25,-22.94375,-21.793750000000003,-20.38125,-18.65625,-16.9,-14.45,-10.13125,-5.025
